"","custname","region","partnum","revenue","cost","margin"
"3429","AMPCO METAL","02-Central",770260000,1957.5,140.66,1816.84
"3430","AMPCO METAL","02-Central",770220000,447,28.44,418.56
"3431","AMSTED RAIL COMPANY, INC.","02-Central",780770000,6915.6,1091.36,5824.24
"3432","AMSTED RAIL COMPANY, INC.","02-Central",780730000,3175.2,582.38,2592.82
"3433","ANCHOR ACQUISTION LLC","02-Central",770220000,471,27.35,443.65
"3434","APEX PIPELINE SERVICES","02-Central",768222000,4396,250.6,4145.4
"3435","APPLIED INDUSTRIAL TECH.","02-Central",733525600,14332.5,2114.76,12217.74
"3436","APPLIED INDUSTRIAL TECH.","02-Central",733525500,6675,974.77,5700.23
"3437","APPLIED INDUSTRIAL TECH.","02-Central",733211000,3996.2,793.13,3203.07
"3438","APPLIED INDUSTRIAL TECH.","02-Central",737912200,3363.45,541.47,2821.98
"3439","APPLIED INDUSTRIAL TECH.","02-Central",770560000,2856.3,175.59,2680.71
"3440","APPLIED INDUSTRIAL TECH.","02-Central",734890000,2010.7,397.92,1612.78
"3441","APPLIED INDUSTRIAL TECH.","02-Central",734990000,1945.48,274.67,1670.81
"3442","APPLIED INDUSTRIAL TECH.","02-Central",766121000,1602.8,109,1493.8
"3443","APPLIED INDUSTRIAL TECH.","02-Central",770520000,770.1,48.32,721.78
"3444","APPLIED INDUSTRIAL TECH.","02-Central",734611100,483.07,81.53,401.54
"3445","APPLIED INDUSTRIAL TECH.","02-Central",739641100,393.8,137.43,256.37
"3446","APPLIED INDUSTRIAL TECH.","02-Central",733511000,348.75,75.22,273.53
"3447","APPLIED INDUSTRIAL TECH.","02-Central",734910000,307.7,53.09,254.61
"3448","APPLIED POROUS TECH.","02-Central",740361900,18662.4,7942.53,10719.87
"3449","APPLIED POWER PRODUCTS","02-Central",733464500,596,59.04,536.96
"3450","APPLIED POWER PRODUCTS","02-Central",733510000,537.5,70.86,466.64
"3451","APPLIED POWER PRODUCTS","02-Central",733151600,352,46.64,305.36
"3452","APPLIED PRODUCTS INC.","02-Central",733403100,1107.25,92.79,1014.46
"3453","ARCELORMITTAL","02-Central",770560000,1509,86.09,1422.91
"3454","ARGOS CEMENT LLC","02-Central",770600000,3449.6,192.64,3256.96
"3455","ARI - MARMADUKE","02-Central",764706120,1645267.2,437262.08,1208005.12
"3456","ARI - MARMADUKE","02-Central",764652002,517090.56,88883.55,428207.01
"3457","ARI - MARMADUKE","02-Central",764643054,9828,2225.83,7602.17
"3458","ARI - MARMADUKE","02-Central",764262000,252,46,206
"3459","ARMIL / C F S INC","02-Central",734830000,79011.7,15630.42,63381.28
"3460","ARMIL / C F S INC","02-Central",793000000,71560,11121.19,60438.81
"3461","ARMIL / C F S INC","02-Central",771320000,70906,23024.6,47881.4
"3462","ARMIL / C F S INC","02-Central",754847000,65818.8,21558.67,44260.13
"3463","ARMIL / C F S INC","02-Central",764821000,61797.8,26521.73,35276.07
"3464","ARMIL / C F S INC","02-Central",737851000,55543.04,37139.2,18403.84
"3465","ARMIL / C F S INC","02-Central",718507000,55064.88,10624.61,44440.27
"3466","ARMIL / C F S INC","02-Central",718500000,54956.92,10579.03,44377.89
"3467","ARMIL / C F S INC","02-Central",781650000,44323.2,13715.94,30607.26
"3468","ARMIL / C F S INC","02-Central",781610000,42086.94,12695.8,29391.14
"3469","ARMIL / C F S INC","02-Central",766121000,41432,25148.89,16283.11
"3470","ARMIL / C F S INC","02-Central",726020015,40240.8,13806.34,26434.46
"3471","ARMIL / C F S INC","02-Central",737912200,40058.8,8777.68,31281.12
"3472","ARMIL / C F S INC","02-Central",770942000,38821.6,1709.27,37112.33
"3473","ARMIL / C F S INC","02-Central",733211000,36766.4,7828.79,28937.61
"3474","ARMIL / C F S INC","02-Central",734311100,35989.36,4435.63,31553.73
"3475","ARMIL / C F S INC","02-Central",780710000,34878,11542.35,23335.65
"3476","ARMIL / C F S INC","02-Central",777601000,33883.07,9918.19,23964.88
"3477","ARMIL / C F S INC","02-Central",792785000,27829.44,6335.87,21493.57
"3478","ARMIL / C F S INC","02-Central",768021000,24965.6,15819.03,9146.57
"3479","ARMIL / C F S INC","02-Central",733151500,24962.4,4148.08,20814.32
"3480","ARMIL / C F S INC","02-Central",780650000,24425.94,9111.62,15314.32
"3481","ARMIL / C F S INC","02-Central",733152500,22460,8546.96,13913.04
"3482","ARMIL / C F S INC","02-Central",739561200,21781.25,8020.07,13761.18
"3483","ARMIL / C F S INC","02-Central",781670000,20216.94,5615.64,14601.3
"3484","ARMIL / C F S INC","02-Central",777904301,19956.49,9045,10911.49
"3485","ARMIL / C F S INC","02-Central",770392000,19391.4,1683.33,17708.07
"3486","ARMIL / C F S INC","02-Central",764827505,17374.5,8180.85,9193.65
"3487","ARMIL / C F S INC","02-Central",792734000,16934.4,2960.64,13973.76
"3488","ARMIL / C F S INC","02-Central",740283401,16741.34,3346.87,13394.47
"3489","ARMIL / C F S INC","02-Central",764822000,16290,6997.21,9292.79
"3490","ARMIL / C F S INC","02-Central",780690000,16230.29,5784.42,10445.87
"3491","ARMIL / C F S INC","02-Central",733484900,15449.6,2898.03,12551.57
"3492","ARMIL / C F S INC","02-Central",733505300,15380,2650.94,12729.06
"3493","ARMIL / C F S INC","02-Central",782050000,14774.4,5317.55,9456.85
"3494","ARMIL / C F S INC","02-Central",739741100,14341.36,9133.13,5208.23
"3495","ARMIL / C F S INC","02-Central",740361900,14244.96,6724.31,7520.65
"3496","ARMIL / C F S INC","02-Central",781500000,13396.05,4390.38,9005.67
"3497","ARMIL / C F S INC","02-Central",727000140,12699.04,2323.3,10375.74
"3498","ARMIL / C F S INC","02-Central",764561000,12308.01,6558.78,5749.23
"3499","ARMIL / C F S INC","02-Central",777905413,12167.76,7064.59,5103.17
"3500","ARMIL / C F S INC","02-Central",764901000,11587,5145.32,6441.68
"3501","ARMIL / C F S INC","02-Central",733151600,10286.8,1668.65,8618.15
"3502","ARMIL / C F S INC","02-Central",781630000,10272.96,3215.72,7057.24
"3503","ARMIL / C F S INC","02-Central",770940000,10213,434.16,9778.84
"3504","ARMIL / C F S INC","02-Central",768121000,10167,4931.6,5235.4
"3505","ARMIL / C F S INC","02-Central",733141200,10121.2,2006.27,8114.93
"3506","ARMIL / C F S INC","02-Central",733484800,9960,1849.08,8110.92
"3507","ARMIL / C F S INC","02-Central",780250000,9919.62,4086.91,5832.71
"3508","ARMIL / C F S INC","02-Central",764827501,9093.18,4282.79,4810.39
"3509","ARMIL / C F S INC","02-Central",734142001,9076.5,3554.48,5522.02
"3510","ARMIL / C F S INC","02-Central",733423700,9006.4,1566.22,7440.18
"3511","ARMIL / C F S INC","02-Central",766121070,8969.29,5828.28,3141.01
"3512","ARMIL / C F S INC","02-Central",733464500,8559,1362,7197
"3513","ARMIL / C F S INC","02-Central",759661000,8480.82,1164.68,7316.14
"3514","ARMIL / C F S INC","02-Central",764827502,8364.33,3959.88,4404.45
"3515","ARMIL / C F S INC","02-Central",734173000,8329.3,2046.89,6282.41
"3516","ARMIL / C F S INC","02-Central",770560000,8131.1,698.95,7432.15
"3517","ARMIL / C F S INC","02-Central",768241030,8094,3449.84,4644.16
"3518","ARMIL / C F S INC","02-Central",764342000,7985,4519.4,3465.6
"3519","ARMIL / C F S INC","02-Central",764861000,7421,3586.64,3834.36
"3520","ARMIL / C F S INC","02-Central",734711100,7024.87,1477.76,5547.11
"3521","ARMIL / C F S INC","02-Central",777905414,7001.22,4292.57,2708.65
"3522","ARMIL / C F S INC","02-Central",733464400,6946.2,1463.62,5482.58
"3523","ARMIL / C F S INC","02-Central",733201000,6856.72,1389.02,5467.7
"3524","ARMIL / C F S INC","02-Central",733725500,6766,3026.4,3739.6
"3525","ARMIL / C F S INC","02-Central",739681100,6731.39,4080.42,2650.97
"3526","ARMIL / C F S INC","02-Central",768211000,6497,2983.93,3513.07
"3527","ARMIL / C F S INC","02-Central",738561000,6408.4,5222.97,1185.43
"3528","ARMIL / C F S INC","02-Central",770200000,6129,663.98,5465.02
"3529","ARMIL / C F S INC","02-Central",764481000,6096,3296.52,2799.48
"3530","ARMIL / C F S INC","02-Central",739541200,6025.46,1928.1,4097.36
"3531","ARMIL / C F S INC","02-Central",739370000,5952.83,3898.06,2054.77
"3532","ARMIL / C F S INC","02-Central",764821073,5930,5832,98
"3533","ARMIL / C F S INC","02-Central",777905415,5871.88,3320.66,2551.22
"3534","ARMIL / C F S INC","02-Central",792624000,5639.8,1216.06,4423.74
"3535","ARMIL / C F S INC","02-Central",793000010,5472,866.59,4605.41
"3536","ARMIL / C F S INC","02-Central",770210000,5454,618.39,4835.61
"3537","ARMIL / C F S INC","02-Central",733525600,5383,808.1,4574.9
"3538","ARMIL / C F S INC","02-Central",766081010,5310,2448.72,2861.28
"3539","ARMIL / C F S INC","02-Central",771330000,5293.08,1665.59,3627.49
"3540","ARMIL / C F S INC","02-Central",766122000,5250,2884.62,2365.38
"3541","ARMIL / C F S INC","02-Central",780210000,4860,1907.14,2952.86
"3542","ARMIL / C F S INC","02-Central",777642000,4602.7,1590.24,3012.46
"3543","ARMIL / C F S INC","02-Central",733211050,4600,1056.06,3543.94
"3544","ARMIL / C F S INC","02-Central",770930000,4599,160.7,4438.3
"3545","ARMIL / C F S INC","02-Central",764261000,4589,1605.55,2983.45
"3546","ARMIL / C F S INC","02-Central",764522000,4424,2108.43,2315.57
"3547","ARMIL / C F S INC","02-Central",764902000,4370,1926.87,2443.13
"3548","ARMIL / C F S INC","02-Central",764601000,4356,2115.55,2240.45
"3549","ARMIL / C F S INC","02-Central",764521000,4173,2124.92,2048.08
"3550","ARMIL / C F S INC","02-Central",733525400,4169.75,618.3,3551.45
"3551","ARMIL / C F S INC","02-Central",764827504,4003.58,1882.58,2121
"3552","ARMIL / C F S INC","02-Central",770380000,3981.2,369.51,3611.69
"3553","ARMIL / C F S INC","02-Central",770240000,3948,416.58,3531.42
"3554","ARMIL / C F S INC","02-Central",733423800,3872.64,689.91,3182.73
"3555","ARMIL / C F S INC","02-Central",764827503,3861,1610.21,2250.79
"3556","ARMIL / C F S INC","02-Central",764821161,3805,3720,85
"3557","ARMIL / C F S INC","02-Central",777905410,3602.74,2952.47,650.27
"3558","ARMIL / C F S INC","02-Central",734414100,3578.74,562.07,3016.67
"3559","ARMIL / C F S INC","02-Central",738521000,3532.13,3547.76,-15.63
"3560","ARMIL / C F S INC","02-Central",739561000,3374.63,1196.98,2177.65
"3561","ARMIL / C F S INC","02-Central",768221000,3370,1747.05,1622.95
"3562","ARMIL / C F S INC","02-Central",764781000,3240,1409.43,1830.57
"3563","ARMIL / C F S INC","02-Central",768750000,3197.2,805.67,2391.53
"3564","ARMIL / C F S INC","02-Central",777905411,3094.3,2850.01,244.29
"3565","ARMIL / C F S INC","02-Central",770270000,3086.13,328.8,2757.33
"3566","ARMIL / C F S INC","02-Central",733423600,2851.2,512.61,2338.59
"3567","ARMIL / C F S INC","02-Central",737321000,2835.84,856.56,1979.28
"3568","ARMIL / C F S INC","02-Central",780640000,2786.48,881.47,1905.01
"3569","ARMIL / C F S INC","02-Central",733525500,2764.5,422.37,2342.13
"3570","ARMIL / C F S INC","02-Central",739541100,2705.98,815.94,1890.04
"3571","ARMIL / C F S INC","02-Central",733403200,2680.48,361.85,2318.63
"3572","ARMIL / C F S INC","02-Central",770600000,2642.36,192.64,2449.72
"3573","ARMIL / C F S INC","02-Central",793452074,2561.9,1380.26,1181.64
"3574","ARMIL / C F S INC","02-Central",764602000,2553,1218.82,1334.18
"3575","ARMIL / C F S INC","02-Central",739781100,2490.66,1332.94,1157.72
"3576","ARMIL / C F S INC","02-Central",737902100,2365.4,608.41,1756.99
"3577","ARMIL / C F S INC","02-Central",793260074,2353,2034.81,318.19
"3578","ARMIL / C F S INC","02-Central",767501000,2352.24,3,2349.24
"3579","ARMIL / C F S INC","02-Central",767970110,2352.24,31.86,2320.38
"3580","ARMIL / C F S INC","02-Central",771500000,2258.03,165.39,2092.64
"3581","ARMIL / C F S INC","02-Central",780770000,2213.71,699.39,1514.32
"3582","ARMIL / C F S INC","02-Central",733586400,2208.96,182.86,2026.1
"3583","ARMIL / C F S INC","02-Central",793330000,2086.5,895.31,1191.19
"3584","ARMIL / C F S INC","02-Central",777905412,2065.13,1492.94,572.19
"3585","ARMIL / C F S INC","02-Central",734851000,1898.33,456.99,1441.34
"3586","ARMIL / C F S INC","02-Central",764482000,1826,1029.94,796.06
"3587","ARMIL / C F S INC","02-Central",739541000,1588.9,543.01,1045.89
"3588","ARMIL / C F S INC","02-Central",781570000,1478,482.68,995.32
"3589","ARMIL / C F S INC","02-Central",739390000,1434.72,577.02,857.7
"3590","ARMIL / C F S INC","02-Central",764903000,1367.35,509.66,857.69
"3591","ARMIL / C F S INC","02-Central",764301000,1320,762.68,557.32
"3592","ARMIL / C F S INC","02-Central",781590000,1298.24,417.88,880.36
"3593","ARMIL / C F S INC","02-Central",770510000,1292,96.4,1195.6
"3594","ARMIL / C F S INC","02-Central",770260000,1224.9,135.26,1089.64
"3595","ARMIL / C F S INC","02-Central",780360000,1209.2,373.85,835.35
"3596","ARMIL / C F S INC","02-Central",733832000,1206,385.42,820.58
"3597","ARMIL / C F S INC","02-Central",770520000,1190.7,96.64,1094.06
"3598","ARMIL / C F S INC","02-Central",764521061,1180,1278,-98
"3599","ARMIL / C F S INC","02-Central",770570000,1143.68,100.73,1042.95
"3600","ARMIL / C F S INC","02-Central",770220000,1125.6,109.39,1016.21
"3601","ARMIL / C F S INC","02-Central",733444200,1073,193.2,879.8
"3602","ARMIL / C F S INC","02-Central",770450000,1050.75,97.34,953.41
"3603","ARMIL / C F S INC","02-Central",768231300,1025,545.35,479.65
"3604","ARMIL / C F S INC","02-Central",768231000,1024,539.26,484.74
"3605","ARMIL / C F S INC","02-Central",793450174,1005.14,856.63,148.51
"3606","ARMIL / C F S INC","02-Central",740382201,976.5,300.51,675.99
"3607","ARMIL / C F S INC","02-Central",770303000,934.4,25.23,909.17
"3608","ARMIL / C F S INC","02-Central",792760000,914.14,233.24,680.9
"3609","ARMIL / C F S INC","02-Central",792620000,855.2,173.48,681.72
"3610","ARMIL / C F S INC","02-Central",764341000,792,458.7,333.3
"3611","ARMIL / C F S INC","02-Central",764346500,792,469.69,322.31
"3612","ARMIL / C F S INC","02-Central",764262000,788,460,328
"3613","ARMIL / C F S INC","02-Central",781580000,779.68,175.64,604.04
"3614","ARMIL / C F S INC","02-Central",771132000,766.25,39.51,726.74
"3615","ARMIL / C F S INC","02-Central",781835000,734.2,214.72,519.48
"3616","ARMIL / C F S INC","02-Central",742546000,714.6,78.36,636.24
"3617","ARMIL / C F S INC","02-Central",763991000,712,196.12,515.88
"3618","ARMIL / C F S INC","02-Central",734890000,700.35,198.96,501.39
"3619","ARMIL / C F S INC","02-Central",764761000,681,472.17,208.83
"3620","ARMIL / C F S INC","02-Central",770290000,643,76.59,566.41
"3621","ARMIL / C F S INC","02-Central",780310000,572.48,159.95,412.53
"3622","ARMIL / C F S INC","02-Central",764862000,565,250.28,314.72
"3623","ARMIL / C F S INC","02-Central",767970020,522.72,1.8,520.92
"3624","ARMIL / C F S INC","02-Central",723960000,476.5,176.46,300.04
"3625","ARMIL / C F S INC","02-Central",770280000,440.88,76.95,363.93
"3626","ARMIL / C F S INC","02-Central",739641100,408.24,274.85,133.39
"3627","ARMIL / C F S INC","02-Central",764781040,385,201.66,183.34
"3628","ARMIL / C F S INC","02-Central",780630000,339.52,118.56,220.96
"3629","ARMIL / C F S INC","02-Central",776201000,316,185.15,130.85
"3630","ARMIL / C F S INC","02-Central",793540000,307.5,144.84,162.66
"3631","ARMIL / C F S INC","02-Central",734990000,140.8,27.39,113.41
"3632","ARMIL / C F S INC","02-Central",734900000,96.92,38.36,58.56
"3633","ASHEVILLE RUBBER & GASKET","02-Central",733525600,7645,720.37,6924.63
"3634","ASHEVILLE RUBBER & GASKET","02-Central",734211200,946.28,92.43,853.85
"3635","ASSOCIATED SPRING","02-Central",739781100,789.76,190.42,599.34
"3636","ASSOCIATED SPRING","02-Central",739741100,411.84,109.56,302.28
"3637","ATA","02-Central",745471000,2262,293.3,1968.7
"3638","ATA","02-Central",764821000,1290,46.07,1243.93
"3639","ATA","02-Central",734311100,275.36,35.3,240.06
"3640","ATD ENGINEERING MACHINE","02-Central",739370000,2218.24,639.76,1578.48
"3641","ATI FABRICATED COMPONENTS","02-Central",766121000,68580,3269.84,65310.16
"3642","ATLANTECH DISTRIBUTION","02-Central",735602000,235807.2,91012.4,144794.8
"3643","ATLANTECH DISTRIBUTION","02-Central",733403200,182160,22729.65,159430.35
"3644","ATLANTECH DISTRIBUTION","02-Central",735602110,34265,13764.58,20500.42
"3645","ATLANTECH DISTRIBUTION","02-Central",764781000,20700,8504.97,12195.03
"3646","ATLANTECH DISTRIBUTION","02-Central",764821000,17268.85,3585.65,13683.2
"3647","ATLANTECH DISTRIBUTION","02-Central",739641100,16439.04,8585.27,7853.77
"3648","ATLANTECH DISTRIBUTION","02-Central",764301000,16344.9,4089.86,12255.04
"3649","ATLANTECH DISTRIBUTION","02-Central",733464600,14582.5,2476.53,12105.97
"3650","ATLANTECH DISTRIBUTION","02-Central",764521000,5172.3,1674.49,3497.81
"3651","ATLANTECH DISTRIBUTION","02-Central",735750000,4650,1927.06,2722.94
"3652","ATLANTECH DISTRIBUTION","02-Central",764601000,3858.75,993.27,2865.48
"3653","ATLANTECH DISTRIBUTION","02-Central",733151500,3794.4,753.88,3040.52
"3654","ATLANTECH DISTRIBUTION","02-Central",739450000,3249.18,1431.28,1817.9
"3655","ATLANTECH DISTRIBUTION","02-Central",733444200,2572,455.78,2116.22
"3656","ATLANTECH DISTRIBUTION","02-Central",764522000,2563.6,817.14,1746.46
"3657","ATLANTECH DISTRIBUTION","02-Central",764602000,2537.5,655.28,1882.22
"3658","ATLANTECH DISTRIBUTION","02-Central",739561200,2478.08,795.66,1682.42
"3659","ATLANTECH DISTRIBUTION","02-Central",733141200,1960,299.86,1660.14
"3660","ATLANTECH DISTRIBUTION","02-Central",764221000,1624,942.37,681.63
"3661","ATLANTECH DISTRIBUTION","02-Central",739370000,1439.36,1382.4,56.96
"3662","ATLANTECH DISTRIBUTION","02-Central",764561000,1175.8,185.57,990.23
"3663","ATLANTECH DISTRIBUTION","02-Central",739541200,815.36,225,590.36
"3664","ATLANTECH DISTRIBUTION","02-Central",733211050,502.6,111.82,390.78
"3665","ATLANTECH DISTRIBUTION","02-Central",733211000,490.6,100.59,390.01
"3666","ATLANTECH DISTRIBUTION","02-Central",735752000,465,205.2,259.8
"3667","ATLANTECH DISTRIBUTION","02-Central",733464400,399,86.74,312.26
"3668","ATLANTECH DISTRIBUTION","02-Central",733423700,244.8,45.26,199.54
"3669","ATLANTECH DISTRIBUTION","02-Central",764481000,186,50.82,135.18
"3670","ATLANTECH DISTRIBUTION","02-Central",734311100,181.96,17.65,164.31
"3671","ATLANTECH","02-Central",735602000,21805,7466.95,14338.05
"3672","ATLANTECH","02-Central",735602110,6272,2205.14,4066.86
"3673","ATLANTECH","02-Central",764521000,693,239.35,453.65
"3674","ATLANTECH","02-Central",733211050,688,223.64,464.36
"3675","ATLANTECH","02-Central",734151100,454.34,100.61,353.73
"3676","ATLANTIC COAST FIRE EQ.","02-Central",770380000,1880,112.66,1767.34
"3677","ATS CAROLINA INC","02-Central",737851000,3059.2,1326.4,1732.8
"3678","ATSCOTT MFG COMPANY, INC.","02-Central",792004000,1119.68,386.27,733.41
"3679","AUBURN LEATHER","02-Central",733671000,16480.8,4320.72,12160.08
"3680","AUBURN LEATHER","02-Central",733742000,265.6,81.75,183.85
"3681","AUSCO PRODUCTS INC.","02-Central",727000140,12323.2,5524.73,6798.47
"3682","B F GOODRICH CO","02-Central",733383000,1174.8,152.13,1022.67
"3683","B&R ENGINEERING","02-Central",734990000,1430.4,165.88,1264.52
"3684","BABINGTON TECHNOLOGY LLC","02-Central",739781100,35129.6,10025.56,25104.04
"3685","BABINGTON TECHNOLOGY LLC","02-Central",739761100,4053.12,1259.8,2793.32
"3686","BABINGTON TECHNOLOGY LLC","02-Central",739741100,3739.84,1103.54,2636.3
"3687","BABINGTON TECHNOLOGY LLC","02-Central",733151500,1350,143.07,1206.93
"3688","BAKER DISTRIBUTING  CO.","02-Central",735602000,4136,1017.64,3118.36
"3689","BALTIMORE RUBBER & GASKET","02-Central",777601000,1160.16,216.06,944.1
"3690","BARON BLAKESLEE SFC","02-Central",791106668,9061.92,2376.26,6685.66
"3691","BASF CORPORATION","02-Central",740402301,9810,1949.09,7860.91
"3692","BASF CORPORATION","02-Central",777601000,7031.4,1440.36,5591.04
"3693","BASIC RESOURCES INC.","02-Central",733202000,25444.8,11292.36,14152.44
"3694","BASIC RESOURCES INC.","02-Central",770410000,16190,2030.59,14159.41
"3695","BASIC RESOURCES INC.","02-Central",733211000,12960,4734.53,8225.47
"3696","BASIC RESOURCES INC.","02-Central",734351200,12364.64,1859.63,10505.01
"3697","BASIC RESOURCES INC.","02-Central",733464500,5855.6,1498.67,4356.93
"3698","BASIC RESOURCES INC.","02-Central",733151500,5112,1947.83,3164.17
"3699","BASIC RESOURCES INC.","02-Central",733505200,1335,327.93,1007.07
"3700","BASIC RESOURCES INC.","02-Central",733484800,1264,287.63,976.37
"3701","BASIC RESOURCES INC.","02-Central",770220000,1065,136.73,928.27
"3702","BASIC RESOURCES INC.","02-Central",733383000,805.2,163.93,641.27
"3703","BASIC RESOURCES INC.","02-Central",777601000,697.89,216.05,481.84
"3704","BASIC RESOURCES INC.","02-Central",764781000,126,39.44,86.56
"3705","BASIC RUBBER & PLASTIC","02-Central",738381000,5008.32,4161.6,846.72
"3706","BASIC RUBBER & PLASTIC","02-Central",738361000,4382.28,2162.16,2220.12
"3707","BASIC RUBBER & PLASTIC","02-Central",740103000,792.96,135.47,657.49
"3708","BASIC RUBBER & PLASTIC","02-Central",740123000,670.32,128.01,542.31
"3709","BASIC RUBBER & PLASTIC","02-Central",738521000,556.48,298.56,257.92
"3710","BATTELLE","02-Central",733741000,388,93.19,294.81
"3711","BAY INDUSTRIES INC.","02-Central",735602000,1217970,430162.17,787807.83
"3712","BAY INDUSTRIES INC.","02-Central",735602110,226608,82947.78,143660.22
"3713","BAY INDUSTRIES INC.","02-Central",735750000,106438,43834.14,62603.86
"3714","BAY INDUSTRIES INC.","02-Central",735752000,6508,2784.58,3723.42
"3715","BAY INDUSTRIES INC.","02-Central",739561000,4596.26,1284.15,3312.11
"3716","BAY INDUSTRIES INC.","02-Central",735602010,1590,1100.9,489.1
"3717","BAY INDUSTRIES INC.","02-Central",764561000,967.5,332.66,634.84
"3718","BAY INDUSTRIES INC.","02-Central",733151500,632.2,95.38,536.82
"3719","BDI","02-Central",739741100,2142.4,841.6,1300.8
"3720","BDI","02-Central",739781100,2053.6,819.2,1234.4
"3721","BEARING SERVICE CO.","02-Central",770222000,3124.75,198.9,2925.85
"3722","BHC INTEGRATED SUPPORT","02-Central",735602000,2465,714.48,1750.52
"3723","BLUE RIDGE HOME","02-Central",739561200,424.96,76.67,348.29
"3724","BLUE STREAK FAB &","02-Central",764821000,2580,92.14,2487.86
"3725","BLUE STREAK FAB &","02-Central",733444300,2072,272.1,1799.9
"3726","BLUE STREAK FAB &","02-Central",734311100,1773.86,155.65,1618.21
"3727","BLUE STREAK FAB &","02-Central",764821073,894,72.9,821.1
"3728","BLUE STREAK FAB &","02-Central",727000140,693.6,50.14,643.46
"3729","BOATWRIGHT DISTRIBUTION","02-Central",735602000,373070,137263.3,235806.7
"3730","BOATWRIGHT DISTRIBUTION","02-Central",764261000,16129.95,3680.62,12449.33
"3731","BOATWRIGHT DISTRIBUTION","02-Central",764301000,11012.62,3604.09,7408.53
"3732","BOATWRIGHT DISTRIBUTION","02-Central",764341000,9705,3412.88,6292.12
"3733","BOATWRIGHT DISTRIBUTION","02-Central",735750000,6580,3150.74,3429.26
"3734","BOATWRIGHT DISTRIBUTION","02-Central",733403200,2760.12,297.51,2462.61
"3735","BOATWRIGHT DISTRIBUTION","02-Central",766211000,312,113.05,198.95
"3736","BODYCOTE HOT ISOSTATIC","02-Central",740283502,20501.8,2864.56,17637.24
"3737","BODYCOTE HOT ISOSTATIC","02-Central",764762000,1600,151.46,1448.54
"3738","BODYCOTE HOT ISOSTATIC","02-Central",770720000,1010,27.12,982.88
"3739","BODYCOTE HOT ISOSTATIC","02-Central",764781040,427.2,39.06,388.14
"3740","BOEING","02-Central",734311100,381.48,33.7,347.78
"3741","BOILER TUBE OF AMERICA","02-Central",739781100,67019.57,44284.37,22735.2
"3742","BOILER TUBE OF AMERICA","02-Central",764901000,18863.1,4118.85,14744.25
"3743","BOILER TUBE OF AMERICA","02-Central",764821000,3362.4,698.23,2664.17
"3744","BOILER TUBE OF AMERICA","02-Central",764901073,603,291.6,311.4
"3745","BOILER TUBE OF AMERICA","02-Central",764821073,304.2,145.8,158.4
"3746","BORBET ALABAMA INC.","02-Central",739521100,1270.08,139.38,1130.7
"3747","BORBET ALABAMA INC.","02-Central",739541100,658.56,83.57,574.99
"3748","BORG WARNER","02-Central",740382101,892.8,296.37,596.43
"3749","BOVARD STUDIO INC.","02-Central",739541200,501.76,64.1,437.66
"3750","BP-HUSKY FREFINING LLC","02-Central",734761300,23595,3793.9,19801.1
"3751","BP-HUSKY FREFINING LLC","02-Central",774901000,330,39.57,290.43
"3752","BP-HUSKY FREFINING LLC","02-Central",767970140,224.5,24.28,200.22
"3753","BP-HUSKY FREFINING LLC","02-Central",767970000,69.5,16.8,52.7
"3754","BRADEN MANUFACTURING","02-Central",768241000,153,102.77,50.23
"3755","BRANHAM CORP.","02-Central",770810000,2535,51.57,2483.43
"3756","BRANHAM CORP.","02-Central",770800000,684,12.78,671.22
"3757","BRANHAM CORP.","02-Central",733464600,596,62.62,533.38
"3758","BRAZEE STREET STUDIO","02-Central",733464500,611,62.05,548.95
"3759","BRC RAILCAR SERVICE","02-Central",764703110,6301.68,843.4,5458.28
"3760","BRC RAILCAR SERVICE","02-Central",764521000,3390,159.25,3230.75
"3761","BRI SPECIALTY PRODUCTS","02-Central",733211000,680,236.94,443.06
"3762","BRUCKNER SUPPLY","02-Central",718501000,117740.5,49261.35,68479.15
"3763","BRUCKNER SUPPLY","02-Central",754926000,64634.88,47295.44,17339.44
"3764","BRUCKNER SUPPLY","02-Central",779957280,24506.88,12225.02,12281.86
"3765","BRUCKNER SUPPLY","02-Central",754906000,20554.56,14179.68,6374.88
"3766","BRUCKNER SUPPLY","02-Central",785800000,15626.16,9464.63,6161.53
"3767","BRUCKNER SUPPLY","02-Central",766121000,13312,3164.26,10147.74
"3768","BRUCKNER SUPPLY","02-Central",754866000,10910.4,6664.98,4245.42
"3769","BRUCKNER SUPPLY","02-Central",770522000,8599.5,616.79,7982.71
"3770","BRUCKNER SUPPLY","02-Central",754826000,7916.88,4555.96,3360.92
"3771","BRUCKNER SUPPLY","02-Central",764822000,7028,1877.99,5150.01
"3772","BRUCKNER SUPPLY","02-Central",754886000,5370.96,3575.86,1795.1
"3773","BRUCKNER SUPPLY","02-Central",785780000,5131.8,3494.62,1637.18
"3774","BRUCKNER SUPPLY","02-Central",785740000,2974.4,1995.52,978.88
"3775","BRUCKNER SUPPLY","02-Central",785760000,2218.8,1593.06,625.74
"3776","BRUCKNER SUPPLY","02-Central",737301000,1915.2,736.08,1179.12
"3777","BRUCKNER SUPPLY","02-Central",785580000,1718.4,1393.74,324.66
"3778","BRUCKNER SUPPLY","02-Central",770510000,1705.25,96.4,1608.85
"3779","BRUCKNER SUPPLY","02-Central",785620000,1597.2,1237.95,359.25
"3780","BRUCKNER SUPPLY","02-Central",739380000,1046.88,720.92,325.96
